name, url
Electronica, https://www.dropbox.com/s/izoma75939xzauj/Electronica.jpg?dl=1
Jazz, https://www.dropbox.com/s/dp9bfhq4it4akez/Jazz.jpg?dl=1
Portuguesa, https://www.dropbox.com/s/gxpw7a0iv05y7vv/Portuguesa.jpg?dl=1
Rock, https://www.dropbox.com/s/xs3ct5do3a0ivfi/Rock.jpg?dl=1
Soul, https://www.dropbox.com/s/ph1qhow5gzolapd/Soul.jpg?dl=1
